"商品编码","商品名称","贸易伙伴编码","贸易伙伴名称","第一数量","第一计量单位","第二数量","第二计量单位","美元",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","303","英国","10","一般贸易","32","江苏省","2,555",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","303","英国","10","一般贸易","33","浙江省","22,766",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","303","英国","10","一般贸易","44","广东省","8,100",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","303","英国","39","其他","11","北京市","179",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","304","德国","10","一般贸易","12","天津市","317,447",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","304","德国","10","一般贸易","22","吉林省","47,684",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","304","德国","10","一般贸易","31","上海市","463,178",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","304","德国","10","一般贸易","32","江苏省","48,146",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","304","德国","10","一般贸易","33","浙江省","17,257,119",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","304","德国","10","一般贸易","42","湖北省","83,034",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","304","德国","10","一般贸易","51","四川省","198,401",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","304","德国","34","海关特殊监管区域物流货物","31","上海市","4,733",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","304","德国","39","其他","11","北京市","2,830",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","304","德国","39","其他","33","浙江省","1,556",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","305","法国","10","一般贸易","12","天津市","143",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","305","法国","10","一般贸易","31","上海市","10,222",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","305","法国","10","一般贸易","44","广东省","3,676",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","305","法国","39","其他","11","北京市","179",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","305","法国","39","其他","33","浙江省","382",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","306","爱尔兰","10","一般贸易","31","上海市","29,265",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","307","意大利","10","一般贸易","32","江苏省","2,267,313",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","307","意大利","10","一般贸易","33","浙江省","902,333",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","309","荷兰","10","一般贸易","31","上海市","2,337",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","309","荷兰","10","一般贸易","33","浙江省","965,675",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","312","西班牙","10","一般贸易","13","河北省","2,224,648",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","312","西班牙","10","一般贸易","31","上海市","50,418,861",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","312","西班牙","10","一般贸易","33","浙江省","3,166,125",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","318","芬兰","10","一般贸易","31","上海市","5,540",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","321","匈牙利","10","一般贸易","33","浙江省","6,030,690",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","321","匈牙利","39","其他","11","北京市","72",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","327","波兰","10","一般贸易","33","浙江省","82,745",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","331","瑞士","10","一般贸易","31","上海市","43",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","331","瑞士","10","一般贸易","32","江苏省","1,966,818",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","331","瑞士","10","一般贸易","37","山东省","29,652",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","335","拉脱维亚","10","一般贸易","31","上海市","10,756",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","336","立陶宛","10","一般贸易","11","北京市","89,631",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","336","立陶宛","10","一般贸易","31","上海市","16,892",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","340","白俄罗斯","10","一般贸易","37","山东省","88,792",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","344","俄罗斯","10","一般贸易","13","河北省","1,363,200",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","344","俄罗斯","10","一般贸易","31","上海市","93,534",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","344","俄罗斯","10","一般贸易","32","江苏省","24,480",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","344","俄罗斯","10","一般贸易","33","浙江省","5,067,228",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","344","俄罗斯","10","一般贸易","37","山东省","79,378",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","344","俄罗斯","10","一般贸易","42","湖北省","998,671",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","344","俄罗斯","10","一般贸易","44","广东省","15,375",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","344","俄罗斯","10","一般贸易","50","重庆市","119,187",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","347","乌克兰","10","一般贸易","32","江苏省","810",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","347","乌克兰","10","一般贸易","51","四川省","11,267",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","347","乌克兰","39","其他","11","北京市","887",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","350","斯洛文尼亚","10","一般贸易","50","重庆市","75,436",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","350","斯洛文尼亚","39","其他","50","重庆市","190",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","352","捷克","10","一般贸易","33","浙江省","72",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","352","捷克","10","一般贸易","50","重庆市","54,281",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","402","阿根廷","10","一般贸易","31","上海市","97,591",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","402","阿根廷","10","一般贸易","32","江苏省","1,045,875",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","402","阿根廷","10","一般贸易","35","福建省","357,141",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","402","阿根廷","10","一般贸易","44","广东省","7",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","410","巴西","10","一般贸易","32","江苏省","221,901",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","410","巴西","10","一般贸易","33","浙江省","412,418",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","410","巴西","10","一般贸易","61","陕西省","23,433",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","412","智利","10","一般贸易","34","安徽省","911,500",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","412","智利","10","一般贸易","37","山东省","300,946",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","413","哥伦比亚","10","一般贸易","32","江苏省","658,233",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","413","哥伦比亚","10","一般贸易","33","浙江省","661,575",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","413","哥伦比亚","10","一般贸易","36","江西省","55,199",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","423","危地马拉","10","一般贸易","11","北京市","11,043",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","423","危地马拉","10","一般贸易","31","上海市","82,138",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","429","墨西哥","10","一般贸易","32","江苏省","664,407",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","429","墨西哥","10","一般贸易","33","浙江省","460,137",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","433","巴拉圭","10","一般贸易","32","江苏省","231,803",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","434","秘鲁","10","一般贸易","32","江苏省","2,542,374",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","434","秘鲁","10","一般贸易","33","浙江省","744,003",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","434","秘鲁","10","一般贸易","37","山东省","359,959",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","444","乌拉圭","10","一般贸易","32","江苏省","15,044",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","444","乌拉圭","10","一般贸易","33","浙江省","56,759",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","444","乌拉圭","10","一般贸易","50","重庆市","65,216",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","501","加拿大","10","一般贸易","31","上海市","4,189",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","501","加拿大","10","一般贸易","32","江苏省","2,704,526",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","501","加拿大","10","一般贸易","33","浙江省","16,413",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","501","加拿大","39","其他","11","北京市","1,949",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","502","美国","10","一般贸易","11","北京市","72",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","502","美国","10","一般贸易","12","天津市","47,195",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","502","美国","10","一般贸易","13","河北省","1,335,633",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","502","美国","10","一般贸易","21","辽宁省","539,451",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","502","美国","10","一般贸易","31","上海市","480,680",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","502","美国","10","一般贸易","32","江苏省","10,017,085",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","502","美国","10","一般贸易","35","福建省","68,119",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","502","美国","10","一般贸易","37","山东省","1,699,179",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","502","美国","10","一般贸易","44","广东省","11,121",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","502","美国","10","一般贸易","50","重庆市","312,073",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","502","美国","10","一般贸易","51","四川省","29,713",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","502","美国","39","其他","11","北京市","7,226",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","502","美国","39","其他","12","天津市","1,406",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","502","美国","39","其他","31","上海市","657",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","502","美国","39","其他","33","浙江省","4,252",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","502","美国","39","其他","44","广东省","1,579",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","601","澳大利亚","10","一般贸易","31","上海市","83,973",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","601","澳大利亚","10","一般贸易","32","江苏省","1,473,621",
"202503","293349","其他含有一个喹啉或异喹啉环系的化合物","609","新西兰","10","一般贸易","31","上海市","2,869",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","103","孟加拉国","10","一般贸易","32","江苏省","61,301",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","103","孟加拉国","10","一般贸易","33","浙江省","902,163",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","103","孟加拉国","10","一般贸易","44","广东省","3,894",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","103","孟加拉国","33","保税监管场所进出境货物","44","广东省","5,879",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","110","中国香港","10","一般贸易","31","上海市","467",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","110","中国香港","10","一般贸易","32","江苏省","11,476",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","110","中国香港","10","一般贸易","33","浙江省","328,581",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","110","中国香港","10","一般贸易","37","山东省","738,837",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","110","中国香港","10","一般贸易","44","广东省","3,097",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","111","印度","10","一般贸易","11","北京市","710,279",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","111","印度","10","一般贸易","13","河北省","919,514",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","111","印度","10","一般贸易","31","上海市","2,379,701",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","111","印度","10","一般贸易","32","江苏省","9,047,902",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","111","印度","10","一般贸易","33","浙江省","15,577,644",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","111","印度","10","一般贸易","34","安徽省","84,450",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","111","印度","10","一般贸易","36","江西省","4,246,110",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","111","印度","10","一般贸易","41","河南省","58,792",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","111","印度","10","一般贸易","42","湖北省","9,723,580",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","111","印度","10","一般贸易","44","广东省","851,608",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","111","印度","10","一般贸易","51","四川省","16,184",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","111","印度","10","一般贸易","61","陕西省","1,250,667",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","111","印度","10","一般贸易","62","甘肃省","124,036",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","111","印度","15","进料加工贸易","45","广西壮族自治区","2,829,196",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","111","印度","39","其他","11","北京市","408",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","111","印度","39","其他","31","上海市","988",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","111","印度","39","其他","33","浙江省","1,260",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","111","印度","39","其他","42","湖北省","2,473",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","112","印度尼西亚","10","一般贸易","33","浙江省","4,236",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","112","印度尼西亚","10","一般贸易","37","山东省","11,830",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","112","印度尼西亚","10","一般贸易","44","广东省","177,450",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","112","印度尼西亚","10","一般贸易","51","四川省","810,234",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","113","伊朗","10","一般贸易","35","福建省","358",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","114","伊拉克","10","一般贸易","31","上海市","157,733",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","115","以色列","10","一般贸易","31","上海市","703",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","116","日本","10","一般贸易","11","北京市","65,244",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","116","日本","10","一般贸易","13","河北省","7,073,927",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","116","日本","10","一般贸易","31","上海市","4,130,909",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","116","日本","10","一般贸易","32","江苏省","1,109,781",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","116","日本","10","一般贸易","33","浙江省","1,304,862",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","116","日本","10","一般贸易","37","山东省","122,109",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","116","日本","10","一般贸易","42","湖北省","98,979",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","116","日本","10","一般贸易","44","广东省","1,470,068",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","116","日本","10","一般贸易","50","重庆市","1,455,971",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","116","日本","39","其他","33","浙江省","49,753",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","116","日本","39","其他","50","重庆市","29",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","117","约旦","10","一般贸易","31","上海市","18,175",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","117","约旦","10","一般贸易","37","山东省","144,197",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","120","黎巴嫩","10","一般贸易","33","浙江省","36,207",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","122","马来西亚","10","一般贸易","31","上海市","217,849",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","122","马来西亚","10","一般贸易","32","江苏省","17,100",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","122","马来西亚","10","一般贸易","37","山东省","34,920",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","122","马来西亚","10","一般贸易","44","广东省","236,400",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","127","巴基斯坦","10","一般贸易","31","上海市","129,055",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","127","巴基斯坦","10","一般贸易","32","江苏省","848,189",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","127","巴基斯坦","10","一般贸易","33","浙江省","3,022,746",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","129","菲律宾","10","一般贸易","33","浙江省","72,532",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","132","新加坡","10","一般贸易","31","上海市","1,660",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","132","新加坡","10","一般贸易","32","江苏省","695,947",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","133","韩国","10","一般贸易","11","北京市","1,215,071",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","133","韩国","10","一般贸易","31","上海市","1,589,822",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","133","韩国","10","一般贸易","32","江苏省","30,271",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","133","韩国","10","一般贸易","33","浙江省","1,625,981",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","133","韩国","10","一般贸易","37","山东省","983,420",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","133","韩国","10","一般贸易","51","四川省","32,264",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","133","韩国","10","一般贸易","61","陕西省","622,996",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","136","泰国","10","一般贸易","32","江苏省","602,255",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","136","泰国","10","一般贸易","33","浙江省","358,843",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","136","泰国","10","一般贸易","37","山东省","437,861",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","136","泰国","10","一般贸易","61","陕西省","134,346",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","137","土耳其","10","一般贸易","12","天津市","1,493,632",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","137","土耳其","10","一般贸易","31","上海市","24,705",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","137","土耳其","10","一般贸易","32","江苏省","1,131,510",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","137","土耳其","10","一般贸易","33","浙江省","170,401",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","137","土耳其","10","一般贸易","36","江西省","4,302",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","138","阿联酋","10","一般贸易","31","上海市","60",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","138","阿联酋","10","一般贸易","37","山东省","248,717",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","141","越南","10","一般贸易","32","江苏省","269,229",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","141","越南","10","一般贸易","33","浙江省","117,390",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","141","越南","10","一般贸易","44","广东省","20,007",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","142","中国","10","一般贸易","31","上海市","47,362",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","142","中国","10","一般贸易","32","江苏省","459",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","142","中国","10","一般贸易","33","浙江省","5,119",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","142","中国","10","一般贸易","35","福建省","2,762",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","142","中国","39","其他","31","上海市","1,649",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","142","中国","39","其他","33","浙江省","6",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","143","中国台湾","10","一般贸易","31","上海市","221,379",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","143","中国台湾","10","一般贸易","32","江苏省","534,080",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","143","中国台湾","10","一般贸易","37","山东省","109,012",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","145","哈萨克斯坦","10","一般贸易","11","北京市","1,527",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","149","乌兹别克斯坦","10","一般贸易","11","北京市","99,786",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","201","阿尔及利亚","10","一般贸易","33","浙江省","36,586",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","215","埃及","10","一般贸易","32","江苏省","649,833",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","215","埃及","10","一般贸易","33","浙江省","687,310",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","215","埃及","10","一般贸易","37","山东省","288,189",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","224","肯尼亚","10","一般贸易","44","广东省","302,067",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","230","毛里塔尼亚","10","一般贸易","37","山东省","138,198",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","236","尼日利亚","10","一般贸易","33","浙江省","620,699",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","236","尼日利亚","10","一般贸易","37","山东省","231,350",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","242","塞拉利昂","10","一般贸易","37","山东省","6,238",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","249","突尼斯","10","一般贸易","32","江苏省","6,812",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","301","比利时","10","一般贸易","32","江苏省","41,090",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","301","比利时","10","一般贸易","33","浙江省","1,763,961",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","301","比利时","10","一般贸易","61","陕西省","1,029,538",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","303","英国","10","一般贸易","12","天津市","2,464",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","303","英国","10","一般贸易","31","上海市","282,215",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","303","英国","10","一般贸易","32","江苏省","1,995,472",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","303","英国","10","一般贸易","44","广东省","12,242",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","303","英国","39","其他","11","北京市","938",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","303","英国","39","其他","32","江苏省","544",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","304","德国","10","一般贸易","22","吉林省","24,951",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","304","德国","10","一般贸易","31","上海市","670,698",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","304","德国","10","一般贸易","32","江苏省","2,599",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","304","德国","10","一般贸易","33","浙江省","10,915,569",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","304","德国","10","一般贸易","42","湖北省","29,890",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","304","德国","39","其他","31","上海市","157",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","304","德国","39","其他","33","浙江省","63",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","305","法国","10","一般贸易","31","上海市","8,153",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","305","法国","10","一般贸易","33","浙江省","994,410",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","305","法国","10","一般贸易","44","广东省","1,493",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","307","意大利","10","一般贸易","32","江苏省","69,875",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","307","意大利","10","一般贸易","33","浙江省","222,042",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","309","荷兰","10","一般贸易","31","上海市","114,988",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","309","荷兰","10","一般贸易","43","湖南省","94,810",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","311","葡萄牙","10","一般贸易","33","浙江省","27,491",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","312","西班牙","10","一般贸易","13","河北省","1,115,785",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","312","西班牙","10","一般贸易","31","上海市","22,329,242",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","312","西班牙","10","一般贸易","33","浙江省","520,555",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","312","西班牙","10","一般贸易","44","广东省","121,303",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","315","奥地利","10","一般贸易","33","浙江省","216,549",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","316","保加利亚","10","一般贸易","33","浙江省","276,607",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","318","芬兰","10","一般贸易","31","上海市","2,019",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","321","匈牙利","10","一般贸易","31","上海市","1,613",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","321","匈牙利","10","一般贸易","33","浙江省","46,610",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","321","匈牙利","39","其他","11","北京市","299",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","327","波兰","10","一般贸易","33","浙江省","276,266",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","328","罗马尼亚","10","一般贸易","11","北京市","226,563",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","328","罗马尼亚","10","一般贸易","31","上海市","18,440",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","331","瑞士","10","一般贸易","31","上海市","2,005",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","331","瑞士","10","一般贸易","32","江苏省","24,251,510",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","331","瑞士","10","一般贸易","37","山东省","29,575",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","331","瑞士","39","其他","32","江苏省","5,473",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","336","立陶宛","10","一般贸易","11","北京市","89,621",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","344","俄罗斯","10","一般贸易","31","上海市","250,057",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","344","俄罗斯","10","一般贸易","32","江苏省","142,759",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","344","俄罗斯","10","一般贸易","33","浙江省","2,282",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","344","俄罗斯","10","一般贸易","44","广东省","610,000",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","347","乌克兰","10","一般贸易","31","上海市","3,815",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","347","乌克兰","10","一般贸易","32","江苏省","1,695",
"202504","293349","其他含有一个喹啉或异喹啉环系的化合物","347","乌克兰","10","一般贸易","33","浙江省","15,823",
